 0.482185	 0.498648	 0.474521	 0.498837	 0.498452	 0.132268	 0.305902	 0.498849	 0.498764	-0.047615	-0.498669	 0.473078
 0.482185	 0.498648	 0.474521	 0.498837	 0.498452	 0.319363	 0.805902	 0.498849	 0.498756	-0.071269	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	 0.411898	 1.053290	 0.498849	 0.498752	-0.083096	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	 0.457157	 1.174383	 0.498849	 0.498751	-0.089010	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	-0.021219	 0.732338	 0.498849	 0.498750	 0.408034	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	-0.260407	 0.511316	 0.498849	 0.498749	 0.654745	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	 0.119999	-0.099195	 0.498849	 0.498749	 0.276298	-0.498669	 0.473078
 0.482186	 0.498648	 0.474521	 0.498837	 0.498452	 0.309202	-0.403032	 0.498849	 0.498749	 0.087074	-0.498669	 0.473078
-0.017814	 0.498648	 0.474521	 0.498837	 0.498452	 0.403803	-0.053536	 0.498849	 0.498749	-0.007538	-0.498669	 0.473078
-0.266779	 0.498648	 0.474521	 0.498837	 0.498452	 0.451103	 0.121212	 0.498849	 0.498749	-0.054843	-0.498669	 0.473078
-0.390229	 0.498648	 0.474521	 0.498837	 0.498452	-0.025246	 0.708586	 0.998849	 0.498749	-0.078496	-0.498669	 0.473078
-0.450927	 0.498648	 0.474521	 0.498837	 0.498452	-0.262418	 0.999681	 1.245851	 0.498749	-0.090323	-0.498669	 0.473078
-0.480253	 0.498648	 0.474521	 0.498837	 0.498452	-0.381004	 1.142647	 1.366367	 0.498749	-0.096236	-0.498669	 0.473078
 0.006103	 0.498648	 0.974521	 0.498837	 0.498452	 0.059703	 0.711559	 0.923651	 0.498749	-0.099193	-0.498669	 0.473078
 0.249281	 0.498648	 1.221572	 0.498837	 0.498452	 0.279056	 0.496014	 0.702293	 0.498749	-0.100671	-0.498669	 0.473078
-0.129129	 0.498648	 0.842160	 0.498837	 0.498452	 0.388732	 0.388242	 0.591614	 0.498749	-0.601410	-0.498669	 0.473078
-0.317320	 0.498648	 0.652454	 0.498837	 0.498452	 0.443570	 0.334356	 0.536274	 0.498749	-0.849575	-0.498669	 0.473078
 0.089596	 0.498648	 0.557601	 0.498837	 0.498452	 0.470989	 0.307413	 0.508604	 0.498749	 0.028537	-0.498669	 0.473078
 0.293054	 0.498648	 0.510175	 0.498837	 0.498452	 0.484699	 0.293942	 0.494770	 0.498749	 0.465780	-0.498669	 0.473078
 0.394783	 0.498648	 0.486461	 0.498837	 0.498452	-0.008446	 0.287206	 0.487852	 0.498749	 0.682596	-0.498669	 0.473078
 0.445647	 0.498648	 0.474605	 0.498837	 0.498452	-0.254016	 0.283838	 0.484393	 0.498749	 0.789205	-0.498669	 0.473078
 0.471080	 0.498648	 0.468676	 0.498837	 0.498452	 0.123200	 0.782154	 0.482664	 0.498749	 0.340718	-0.498669	 0.473078
 0.483796	 0.498648	 0.465712	 0.498837	 0.498452	 0.310806	 1.028751	 0.481799	 0.498749	 0.116474	-0.498669	 0.473078
 0.490154	 0.498648	 0.464230	 0.498837	 0.498452	 0.404610	 1.149499	 0.481367	 0.498749	 0.004352	-0.498669	 0.473078
 0.493333	 0.498648	 0.463489	 0.498837	 0.498452	-0.048488	 0.707333	 0.481151	 0.498749	 0.448291	-0.498669	 0.473078
 0.494922	 0.498648	 0.463119	 0.498837	 0.498452	-0.274034	 0.486249	 0.481043	 0.498749	 0.668477	-0.498669	 0.473078
 0.495717	 0.498648	 0.962933	 0.498837	 0.498452	 0.113193	 0.875708	 0.480989	 0.498749	 0.276792	-0.498669	 0.473078
 0.496114	 0.498648	 1.209915	 0.498837	 0.498452	 0.305805	 1.067907	 0.480962	 0.498749	 0.080949	-0.498669	 0.473078
 0.496313	 0.498648	 0.830492	 0.498837	 0.498452	 0.402112	 0.161486	 0.480948	-0.001251	-0.016972	-0.498669	 0.473078
 0.496412	 0.498648	 0.640781	 0.498837	 0.498452	 0.450265	-0.290235	 0.480941	-0.250249	-0.065932	-0.498669	 0.473078
 0.496462	 0.498648	 0.545925	 0.498837	 0.498452	 0.474341	-0.014611	 0.480938	 0.125252	 0.409587	-0.498669	 0.473078
 0.496487	 0.498648	 0.498497	 0.498837	 0.498452	 0.486380	 0.123201	 0.480936	 0.312001	 0.645577	-0.498669	 0.473078
 0.496499	 0.498648	 0.474784	 0.498837	 0.498452	 0.492399	 0.192107	 0.480936	 0.405376	 0.761809	-0.498669	 0.473078
-0.003494	 0.498648	 0.462927	 0.498837	 0.498452	 0.495408	 0.226560	 0.980935	 0.452063	 0.318168	-0.498669	 0.473078
-0.252484	 0.498648	 0.456998	 0.498837	 0.498452	 0.496913	 0.243786	 1.227973	 0.475407	 0.096348	-0.498669	 0.473078
 0.124024	 0.498648	 0.454034	 0.498837	 0.498452	 0.497666	 0.252399	 0.848542	 0.487079	 0.485438	-0.498669	 0.473078
 0.311277	 0.498648	 0.452552	 0.498837	 0.498452	 0.498042	 0.256706	 0.658826	 0.492915	 0.678234	-0.498669	 0.473078
 0.404903	-0.001352	 0.451811	 0.498837	 0.498452	 0.498230	 0.258859	 0.563969	 0.495833	 0.772890	-0.498669	 0.473078
 0.451716	-0.250350	 0.451440	 0.498837	 0.498452	 0.498324	 0.259936	 0.516540	 0.497292	 0.818483	-0.498669	 0.473078
-0.024877	 0.125152	 0.451255	 0.498837	 0.498452	 0.498371	 0.260474	 0.492825	 0.498021	 0.839551	-0.498669	 0.473078
-0.262171	 0.311901	 0.451162	 0.498837	 0.498452	 0.498394	 0.260743	 0.480968	 0.498386	 0.848364	-0.498669	 0.473078
-0.380818	 0.405276	 0.451116	 0.498837	 0.498452	 0.498406	 0.260878	 0.475039	 0.498568	 0.851056	-0.498669	 0.473078
 0.059859	 0.451963	 0.451093	 0.498837	-0.001548	 0.498412	 0.260945	 0.472075	 0.498659	 0.850695	-0.498669	 0.473078
 0.279196	 0.475307	 0.451081	 0.498837	-0.250545	 0.498415	 0.260979	 0.470593	 0.498705	 0.848813	-0.498669	 0.473078
 0.388865	 0.486979	 0.451075	 0.498837	 0.124957	 0.498416	 0.760996	 0.969852	 0.498728	 0.846179	-0.498669	 0.473078
 0.443699	 0.492814	 0.451072	 0.498837	 0.311707	 0.498417	 1.008482	 1.216543	 0.498739	 0.843174	-0.498669	 0.473078
 0.471116	 0.495732	 0.451071	 0.498837	 0.405082	 0.498418	 0.629713	 0.836962	-0.001255	-0.160008	-0.498669	 0.473078
 0.484825	 0.497191	 0.451070	 0.498837	 0.451769	 0.498418	 0.440329	 0.647172	-0.250250	-0.659273	-0.498669	 0.473078
 0.491679	 0.497921	 0.451070	 0.498837	 0.475113	 0.498418	 0.845637	 1.052277	 0.125253	-0.406588	-0.498669	 0.473078
 0.495106	 0.498286	 0.451070	 0.498837	 0.486785	 0.498418	 1.045789	 1.251914	 0.312003	-0.280246	-0.498669	 0.473078
 0.496820	 0.498468	 0.451070	 0.498837	 0.492621	 0.498418	 1.143373	 1.348830	 0.405378	-0.217075	-0.498669	 0.473078
 0.497676	 0.498559	 0.451070	 0.498837	 0.495539	 0.498418	 1.189683	 1.394396	-0.047935	-0.185489	-0.498669	 0.473078
 0.498105	 0.498605	 0.451070	 0.498837	 0.496998	 0.498418	 1.210366	 1.414300	-0.273589	-0.169697	-0.498669	 0.473078
 0.498319	 0.498628	 0.451070	 0.498837	 0.497727	 0.498418	 1.218246	 0.921383	-0.386416	 0.338200	-0.498669	 0.473078
 0.498426	 0.498639	 0.451070	 0.498837	 0.498092	 0.498418	 1.219733	 0.674925	-0.442829	 0.590456	-0.498669	 0.473078
 0.498480	 0.498645	 0.451070	 0.498837	 0.498274	 0.498418	 1.218034	 0.551695	 0.028964	 0.714898	-0.498669	 0.973078
 0.498506	 0.498648	 0.451070	 0.498837	 0.498365	 0.498418	 1.214752	 0.490081	 0.263859	 0.775441	-0.498669	 1.220132
 0.498520	 0.498649	 0.451070	 0.498837	 0.498411	 0.498418	 1.210688	 0.959273	 0.381307	 0.804040	-0.498669	 1.340724
 0.498527	 0.498650	 0.451070	 0.498837	 0.498434	 0.498418	 1.206243	 1.191013	 0.440031	 0.816675	-0.498669	 1.398098
 0.498530	 0.498650	 0.451070	 0.498837	 0.498445	 0.498418	 1.201617	 1.304037	 0.469393	 0.821333	-0.498669	 1.423874
-0.001468	 0.498650	 0.451070	 0.498837	 0.498451	 0.498418	 0.696910	 1.357715	 0.484074	 0.322011	-0.498669	 0.933863
-0.250465	 0.498650	 0.451070	 0.498837	 0.498454	 0.498418	 0.444556	 1.381731	 0.491414	 0.072349	-0.498669	 0.688857
 0.125037	 0.498650	 0.451070	 0.498837	 0.498455	 0.498418	 0.318380	 0.890928	 0.495084	-0.052481	-0.498669	 0.566354
 0.311787	 0.498650	 0.451070	 0.498837	 0.498456	 0.498418	 0.255291	 0.645526	 0.496919	-0.114897	-0.498669	 0.505103
 0.405162	 0.498650	 0.451070	 0.498837	 0.498456	 0.498418	 0.723747	 0.522825	 0.497837	-0.146104	-0.498669	 0.474477
 0.451849	 0.498650	 0.451070	 0.498837	 0.498456	 0.498418	 0.955591	 0.461475	 0.498296	-0.161708	-0.498669	 0.459164
 0.475193	 0.498650	 0.451070	 0.498837	 0.498456	 0.498418	 0.569137	 0.930800	 0.498525	-0.169510	-0.498669	 0.451508
 0.486865	 0.498650	 0.451070	 0.498837	 0.498457	 0.498418	 0.375911	 1.162662	 0.498640	-0.173411	-0.498669	 0.447679
 0.492701	 0.498650	 0.451070	 0.498837	 0.498457	 0.498418	 0.279298	 1.275804	 0.498697	-0.175362	-0.498669	 0.445765
 0.495619	 0.498650	 0.451070	 0.498837	 0.498457	-0.001582	 0.230991	 1.329597	 0.498726	-0.176337	-0.498669	-0.055192
 0.497078	 0.498650	 0.451070	 0.498837	 0.498457	-0.250579	 0.206838	 1.353727	 0.498740	-0.176824	-0.498669	-0.304558
 0.497807	 0.498650	 0.451070	 0.498837	 0.498457	 0.124923	 0.194761	 0.863036	 0.498747	-0.177068	-0.498669	 0.071867
 0.498172	 0.498650	 0.451070	 0.498837	 0.498457	 0.311673	 0.188723	 0.617690	 0.498751	-0.177190	-0.498669	 0.260079
